ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-12,40394.900912479075,15843.441786077228,54699.08561046019,40394.900912479075,40394.900912479075,-5409.119969564151,-5409.119969564151,-5409.119969564151,-5409.119969564151,-5409.119969564151,-5409.119969564151,0.0,0.0,0.0,34985.78094291493
2022-01-13,40386.057493635366,12849.31653090944,52247.361531024006,40386.057493635366,40386.057493635366,-7697.264208545523,-7697.264208545523,-7697.264208545523,-7697.264208545523,-7697.264208545523,-7697.264208545523,0.0,0.0,0.0,32688.793285089843
2022-01-14,40377.214074791664,23637.844446337276,62835.75621725125,40377.214074791664,40377.214074791664,3562.5837617007405,3562.5837617007405,3562.5837617007405,3562.5837617007405,3562.5837617007405,3562.5837617007405,0.0,0.0,0.0,43939.797836492406
2022-01-15,40368.370655947954,31450.64636925046,71767.2961013815,40368.370655947954,40368.370655947954,11527.12976864823,11527.12976864823,11527.12976864823,11527.12976864823,11527.12976864823,11527.12976864823,0.0,0.0,0.0,51895.50042459618
2022-01-16,40359.52723710425,22826.824995789757,63712.05845652857,40359.52723710425,40359.52723710425,3120.2545286393765,3120.2545286393765,3120.2545286393765,3120.2545286393765,3120.2545286393765,3120.2545286393765,0.0,0.0,0.0,43479.78176574363
2022-01-17,40350.68381826054,15604.468322566294,57543.28272758323,40350.68381826054,40350.68381826054,-3163.091025776513,-3163.091025776513,-3163.091025776513,-3163.091025776513,-3163.091025776513,-3163.091025776513,0.0,0.0,0.0,37187.59279248403
2022-01-18,40341.84039941684,18857.578540340597,58236.561660960375,40341.84039941684,40341.84039941684,-1940.492855132895,-1940.492855132895,-1940.492855132895,-1940.492855132895,-1940.492855132895,-1940.492855132895,0.0,0.0,0.0,38401.34754428395
2022-01-19,40332.99698057313,15542.236566492844,53640.87477732126,40332.99698057313,40332.99698057313,-5409.119969542599,-5409.119969542599,-5409.119969542599,-5409.119969542599,-5409.119969542599,-5409.119969542599,0.0,0.0,0.0,34923.877011030534
2022-01-20,40324.15356172943,14256.4272073219,52594.6343835417,40324.15356172943,40324.15356172943,-7697.264208541723,-7697.264208541723,-7697.264208541723,-7697.264208541723,-7697.264208541723,-7697.264208541723,0.0,0.0,0.0,32626.889353187704
2022-01-21,40315.310142885726,22721.366504056212,61961.21604091484,40315.310142885726,40315.310142885726,3562.583761711856,3562.583761711856,3562.583761711856,3562.583761711856,3562.583761711856,3562.583761711856,0.0,0.0,0.0,43877.893904597586
2022-01-22,40306.46672404202,31900.162999397162,71118.64177990294,40306.179144658454,40307.02943908061,11527.129768646784,11527.129768646784,11527.129768646784,11527.129768646784,11527.129768646784,11527.129768646784,0.0,0.0,0.0,51833.5964926888
2022-01-23,40297.623305198314,23984.87832010264,62298.68431577084,40282.97073706729,40309.71427419899,3120.2545286307973,3120.2545286307973,3120.2545286307973,3120.2545286307973,3120.2545286307973,3120.2545286307973,0.0,0.0,0.0,43417.87783382911
2022-01-24,40288.77988635461,18359.703602859892,57226.73587228915,40256.595903725625,40316.46644124531,-3163.091025774204,-3163.091025774204,-3163.091025774204,-3163.091025774204,-3163.091025774204,-3163.091025774204,0.0,0.0,0.0,37125.688860580405
2022-01-25,40279.9364675109,17842.61550657354,57453.015075659336,40213.44785602842,40334.94671303559,-1940.4928551318537,-1940.4928551318537,-1940.4928551318537,-1940.4928551318537,-1940.4928551318537,-1940.4928551318537,0.0,0.0,0.0,38339.44361237905
2022-01-26,40271.09304866719,16397.166786959864,54062.822455252426,40170.61265800797,40351.07962000058,-5409.1199695474315,-5409.1199695474315,-5409.1199695474315,-5409.1199695474315,-5409.1199695474315,-5409.1199695474315,0.0,0.0,0.0,34861.973079119765
2022-01-27,40262.2496298235,12233.040376503568,51308.07344847516,40125.67263098418,40375.603780484795,-7697.264208538985,-7697.264208538985,-7697.264208538985,-7697.264208538985,-7697.264208538985,-7697.264208538985,0.0,0.0,0.0,32564.985421284513
2022-01-28,40253.40621097979,23420.61513419064,63975.75240710039,40077.79270164777,40399.12093020067,3562.5837617219736,3562.5837617219736,3562.5837617219736,3562.5837617219736,3562.5837617219736,3562.5837617219736,0.0,0.0,0.0,43815.98997270176
2022-01-29,40244.56279213608,33161.1120790844,69429.3849086669,40034.95563373259,40427.15538376663,11527.129768645336,11527.129768645336,11527.129768645336,11527.129768645336,11527.129768645336,11527.129768645336,0.0,0.0,0.0,51771.69256078142
2022-01-30,40235.71937329238,23582.01436455109,64312.93221894394,39979.26662023706,40464.37567702705,3120.254528667892,3120.254528667892,3120.254528667892,3120.254528667892,3120.254528667892,3120.254528667892,0.0,0.0,0.0,43355.97390196027
2022-01-31,40226.875954448675,18625.492855075372,56231.17896674083,39913.256693756484,40494.01066796169,-3163.091025774787,-3163.091025774787,-3163.091025774787,-3163.091025774787,-3163.091025774787,-3163.091025774787,0.0,0.0,0.0,37063.784928673886
2022-02-01,40218.032535604965,18693.60442313513,57810.46639562735,39847.891350296115,40527.22438819574,-1940.4928551319858,-1940.4928551319858,-1940.4928551319858,-1940.4928551319858,-1940.4928551319858,-1940.4928551319858,0.0,0.0,0.0,38277.53968047298
2022-02-02,40209.18911676126,15432.849444202724,53951.06547695128,39782.99839959779,40573.136309531685,-5409.11996955135,-5409.11996955135,-5409.11996955135,-5409.11996955135,-5409.11996955135,-5409.11996955135,0.0,0.0,0.0,34800.06914720991
2022-02-03,40200.34569791755,12531.42787237609,50928.64546678271,39713.36222464545,40621.08877050502,-7697.264208534123,-7697.264208534123,-7697.264208534123,-7697.264208534123,-7697.264208534123,-7697.264208534123,0.0,0.0,0.0,32503.081489383432
2022-02-04,40191.50227907385,24279.439008009034,62867.17455664455,39635.08697013806,40647.49540852615,3562.5837616751196,3562.5837616751196,3562.5837616751196,3562.5837616751196,3562.5837616751196,3562.5837616751196,0.0,0.0,0.0,43754.08604074897
2022-02-05,40182.65886023015,32335.91603469336,71373.6494475694,39574.547668285384,40700.02984464597,11527.129768645369,11527.129768645369,11527.129768645369,11527.129768645369,11527.129768645369,11527.129768645369,0.0,0.0,0.0,51709.78862887552
2022-02-06,40173.81544138644,24691.522813746484,62700.583146390185,39499.74673355475,40740.7374787356,3120.254528659644,3120.254528659644,3120.254528659644,3120.254528659644,3120.254528659644,3120.254528659644,0.0,0.0,0.0,43294.06997004608
2022-02-07,40164.97202254274,18187.682088232716,56541.54155221352,39402.465978127635,40808.38859286665,-3163.091025775228,-3163.091025775228,-3163.091025775228,-3163.091025775228,-3163.091025775228,-3163.091025775228,0.0,0.0,0.0,37001.88099676751
2022-02-08,40156.128603699035,18622.11943536416,57183.347108692404,39335.115934703834,40845.856311639865,-1940.4928551315302,-1940.4928551315302,-1940.4928551315302,-1940.4928551315302,-1940.4928551315302,-1940.4928551315302,0.0,0.0,0.0,38215.6357485675
2022-02-09,40147.285184855325,15258.134321450485,54019.545781455105,39233.50375818059,40913.963325677774,-5409.119969555269,-5409.119969555269,-5409.119969555269,-5409.119969555269,-5409.119969555269,-5409.119969555269,0.0,0.0,0.0,34738.165215300054
2022-02-10,40138.441766011616,11949.15690903517,52741.46484506183,39166.34386203851,40969.51257907991,-7697.264208550982,-7697.264208550982,-7697.264208550982,-7697.264208550982,-7697.264208550982,-7697.264208550982,0.0,0.0,0.0,32441.177557460633
2022-02-11,40129.59834716792,24818.73339001345,62381.04496903037,39100.46493840521,41016.25279615629,3562.5837616852364,3562.5837616852364,3562.5837616852364,3562.5837616852364,3562.5837616852364,3562.5837616852364,0.0,0.0,0.0,43692.18210885316
2022-02-12,40120.75492832421,31615.64482450328,70325.96837448493,39007.197728471096,41073.20357944313,11527.129768643925,11527.129768643925,11527.129768643925,11527.129768643925,11527.129768643925,11527.129768643925,0.0,0.0,0.0,51647.88469696813
2022-02-13,40111.9115094805,23724.683971206963,62688.22504740873,38904.786095574025,41135.79008713911,3120.2545286517266,3120.2545286517266,3120.2545286517266,3120.2545286517266,3120.2545286517266,3120.2545286517266,0.0,0.0,0.0,43232.16603813223
2022-02-14,40103.0680906368,16856.185601980742,56896.89151491561,38807.176516640415,41211.3578574943,-3163.091025775812,-3163.091025775812,-3163.091025775812,-3163.091025775812,-3163.091025775812,-3163.091025775812,0.0,0.0,0.0,36939.977064860985
2022-02-15,40094.2246717931,18755.934487297192,56393.71939681923,38729.90668708417,41275.238288530454,-1940.492855132846,-1940.492855132846,-1940.492855132846,-1940.492855132846,-1940.492855132846,-1940.492855132846,0.0,0.0,0.0,38153.73181666025
2022-02-16,40085.38125294939,14805.26977069184,54684.254892489145,38648.95002994463,41357.68513395693,-5409.119969561015,-5409.119969561015,-5409.119969561015,-5409.119969561015,-5409.119969561015,-5409.119969561015,0.0,0.0,0.0,34676.261283388376
2022-02-17,40076.537834105686,11968.630675434075,51967.36791510847,38561.567707856266,41429.82777482396,-7697.264208546118,-7697.264208546118,-7697.264208546118,-7697.264208546118,-7697.264208546118,-7697.264208546118,0.0,0.0,0.0,32379.273625559566
2022-02-18,40067.69441526198,23562.462632534694,62759.29784496628,38463.45181539481,41511.25518400561,3562.5837616963513,3562.5837616963513,3562.5837616963513,3562.5837616963513,3562.5837616963513,3562.5837616963513,0.0,0.0,0.0,43630.27817695834
2022-02-19,40058.850996418274,32938.2069272155,70495.32202333245,38344.09372392476,41607.99704306994,11527.129768643215,11527.129768643215,11527.129768643215,11527.129768643215,11527.129768643215,11527.129768643215,0.0,0.0,0.0,51585.98076506149
2022-02-20,40050.00757757457,24001.34048898986,61797.93560537486,38254.263107307044,41684.92279639445,3120.2545286438094,3120.2545286438094,3120.2545286438094,3120.2545286438094,3120.2545286438094,3120.2545286438094,0.0,0.0,0.0,43170.26210621838
